,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,caption,ner_gender,ner_articleType,ner_color,ner_brand,ner_product_attributes,gender_match,articleType_match,color_match
34277,19672,women,Apparel,Topwear,tshirts,blue,Fall,2011.0,Casual,United Colors of Benetton Women Blue Printed T-shirt,women,t shirt,blue,,,True,False,True
34278,46976,women,Accessories,Bags,handbags,black,Summer,2012.0,Casual,Bulchee Women Black Handbag,women,handbag,black,bulchee,,True,False,True
34279,15883,girls,Footwear,Shoes,casual shoes,pink,Winter,2013.0,Casual,Warner Bros Kids Girls TJ Check Skate Pink Casual Shoes,girls,casual shoe,pink,warner bros,,True,False,True
34280,39275,men,Footwear,Shoes,casual shoes,brown,Winter,2018.0,Casual,Red Chief Men Brown Leather Shoes,men,,brown,red chief,leather,True,False,True
34281,14951,men,Apparel,Topwear,tshirts,maroon,Fall,2011.0,Casual,Status Quo Men Stripes Maroon Tshirts,men,,maroon,status quo,,True,False,True
34282,59390,men,Footwear,Shoes,casual shoes,tan,Fall,2012.0,Casual,Fortune Men Tan Shoes,men,,tan,fortune,,True,False,True
34283,52778,women,Accessories,Wallets,wallets,black,Fall,2012.0,Casual,Fiorelli Women Black Wallet,women,wallet,black,fiorelli,,True,False,True
34284,58242,women,Accessories,Wallets,wallets,brown,Summer,2012.0,Casual,Baggit Women Brown Wallet,women,wallet,brown,baggit,,True,False,True
34285,20358,men,Apparel,Topwear,tshirts,black,Fall,2011.0,Casual,Spykar Men Solid Black T-Shirt,men,shirt,black,spykar,,True,False,True
34286,38161,women,Accessories,Eyewear,sunglasses,brown,Winter,2016.0,Casual,Miami Blues Women Sunglasses,women,sunglass,,miami blue,,True,False,False
34287,33589,men,Apparel,Topwear,tshirts,green,Summer,2012.0,Casual,Wrangler Men Urban Folk Polo Green T-shirt,men,t shirt,green,wrangl,folk polo,True,False,True
34288,41995,girls,Apparel,Bottomwear,capris,blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Pedal Pusher,girls,,blue,gini jony,pedal pusher,True,False,True
34289,15279,men,Accessories,Socks,socks,black,Summer,2012.0,Sports,Nike Men Sports Black Socks,men,,black,nike,,True,False,True
34290,56922,women,Footwear,Shoes,heels,pink,Winter,2012.0,Casual,HM Women Pink Sandals,women,,pink,hm,sandal,True,False,True
34291,37129,men,Apparel,Topwear,shirts,white,Summer,2012.0,Formal,Wills Lifestyle Men White Check Shirt,men,shirt,white,will lifestyle,check,True,False,True
34292,12860,men,Footwear,Shoes,formal shoes,black,Fall,2011.0,Formal,Lee Cooper Men Formal Black Shoes,men,,black,lee cooper,,True,False,True
34293,29221,men,Accessories,Socks,socks,grey,Summer,2012.0,Sports,Fila Men Pack of 3 Socks,men,,,fila,,True,False,False
34294,48216,men,Accessories,Eyewear,sunglasses,brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses,men,sunglass,brown,united,color benetton,True,False,True
34295,9131,men,Footwear,Shoes,sports shoes,black,Summer,2011.0,Sports,Puma Men Excitemo TT Black Sports Shoes,men,sport shoe,black,puma,excitemo tt,True,False,True
34296,18566,women,Accessories,Wallets,wallets,black,Summer,2011.0,Casual,Puma Women Black Wallet,women,wallet,black,puma,,True,False,True
34297,54649,women,Accessories,Watches,watches,white,Winter,2016.0,Casual,Fastrack Women White Dial Watch N2166SM01,women,watch,white,fastrack,dial,True,False,True
34298,6945,women,Apparel,Topwear,tshirts,blue,Summer,2011.0,Casual,s.Oliver Women Blue T-shirt,women,shirt,blue,s oliver,t -,True,False,True
34299,26269,men,Apparel,Topwear,tshirts,mustard,Summer,2013.0,Casual,Proline Men Mustard Yellow Polo T-Shirt,men,shirt,yellow,proline,,True,False,False
34300,23529,men,Personal Care,Fragrance,perfume and body mist,brown,Spring,2017.0,Casual,Aramis Men Classic EDT Perfume,men,,,aramis,classic edt,True,False,False
34301,30902,women,Apparel,Loungewear and Nightwear,lounge pants,blue,Summer,2012.0,Ethnic,Fabindia Women Blue Salwar,women,sal,blue,fabindia,##war,True,False,True
34302,7299,men,Apparel,Topwear,tshirts,grey,Fall,2011.0,Casual,Jimi Hendrix Men's Note Light Grey T-shirt,men,t shirt,grey,jimi hendrix,s note light,True,False,True
34303,26867,women,Apparel,Topwear,tops,white,Summer,2012.0,Casual,Jealous 21 Women Printed White Top,women,,white,jealous,,True,False,True
34304,27189,men,Apparel,Topwear,tshirts,olive,Summer,2012.0,Casual,Mark Taylor Men Printed Olive T-shirt,men,shirt,olive,mark taylor,,True,False,True
34305,18754,women,Apparel,Dress,dresses,pink,Fall,2011.0,Casual,Arrow Woman Kaya Pink Dress,woman,dress,pink,arrow,kaya,False,False,True
34306,48024,women,Accessories,Watches,watches,black,Winter,2016.0,Casual,Helix Women Black Watch,women,watch,black,helix,,True,False,True
34307,3639,men,Footwear,Shoes,casual shoes,white,Winter,2015.0,Casual,Fila Men's Universe HI White Shoe,men,,white,fila,,True,False,True
34308,19686,women,Apparel,Topwear,tshirts,grey,Summer,2011.0,Casual,United Colors of Benetton Women Grey T-shirt,women,shirt,grey,,,True,False,True
34309,46982,women,Accessories,Bags,handbags,black,Summer,2012.0,Casual,Bulchee Women Black Handbag,women,handbag,black,bulchee,,True,False,True
34310,39281,men,Footwear,Sandal,sandals,black,Winter,2018.0,Casual,Red Chief Men Black Slippers,men,,black,red chief,slipper,True,False,True
34311,15877,unisex,Footwear,Flip Flops,flip flops,blue,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Big Face Blue Slippers,unisex,,blue,warner bros,,True,False,True
34312,59364,women,Apparel,Topwear,kurtas,turquoise blue,Summer,2012.0,Ethnic,Vishudh Women Turquoise Blue Printed Kurta,women,kurta,turquoise,vishudh,blue print,True,False,False
34313,42946,men,Accessories,Belts,belts,black,Summer,2012.0,Casual,French Connection Men Black Belt,men,belt,black,french connection,,True,False,True
34314,35028,women,Accessories,Stoles,stoles,blue,Summer,2012.0,Casual,Fabindia Women Blue Stole,women,stole,blue,fabindia,,True,False,True
34315,47408,women,Accessories,Wallets,wallets,brown,Summer,2012.0,Casual,Baggit Women Brown Cockroach Parina Wallet,women,wallet,brown,baggit,cockroach parina,True,False,True
34316,54823,women,Accessories,Bags,laptop bag,brown,Summer,2012.0,Casual,Ivory Tag Brown Plaid Jetsetter Laptop Bag,,laptop bag,brown,ivory tag,plaid jetsetter,False,True,True
34317,17378,men,Accessories,Accessories,accessory gift set,purple,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,men,,purple,arrow,tie cufflink pocket square - combo pack,True,False,True
34318,31488,men,Apparel,Bottomwear,trousers,black,Summer,2012.0,Formal,Black Coffee Men Striped Black Trousers,men,,black,coffee,,True,False,True
34319,49592,women,Footwear,Shoes,heels,gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,women,heel,gold,catwalk,,True,False,True
34320,35814,women,Footwear,Shoes,heels,black,Summer,2012.0,Casual,Enroute Women Black Heels,women,heel,black,enroute,,True,False,True
34321,48440,men,Apparel,Topwear,tshirts,black,Summer,2012.0,Casual,French Connection Men Black Printed T-shirt,men,shirt,black,french connection,print t -,True,False,True
34322,9767,men,Apparel,Topwear,tshirts,blue,Fall,2011.0,Sports,Puma Men Blue Solid T-shirt,men,shirt,blue,puma,solid t -,True,False,True
34323,38737,unisex,Accessories,Bags,backpacks,grey,Summer,2012.0,Casual,Nike Unisex Grey Backpack,unisex,backpack,grey,nike,,True,False,True
34324,5996,men,Apparel,Topwear,shirts,blue,Summer,2011.0,Casual,Highlander Men Blue Brown Checked Shirt,men,shirt,blue,highlander,brown check,True,False,True
34325,24368,women,Apparel,Topwear,kurtas,brown,Fall,2011.0,Ethnic,Folklore Women Brown Printed Kurta,women,kurta,brown,folklore,print,True,False,True
34326,4844,women,Apparel,Topwear,tshirts,navy blue,Summer,2011.0,Casual,Sher Singh Women Navy Blue Polo T-shirt,women,t shirt,navy blue,sher singh,polo -,True,False,True
34327,4078,women,Footwear,Shoes,casual shoes,purple,Summer,2011.0,Casual,Numero Uno Women Pupmo Purple Shoe,women,,purple,numero,,True,False,True
34328,59700,women,Apparel,Innerwear,bra,cream,Summer,2014.0,Casual,Avirate Cream Bra,,bra,cream,avirate,,False,True,True
34329,44883,men,Apparel,Topwear,tshirts,grey,Summer,2012.0,Casual,Puma Men Grey Striped Polo T-shirt,men,shirt,grey,puma,stripe polo t -,True,False,True
34330,38505,girls,Apparel,Bottomwear,skirts,blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Skirt,girls,skirt,blue,gini jony,weave,True,False,True
34331,53834,women,Apparel,Topwear,kurtas,white,Fall,2012.0,Ethnic,Vishudh Women White Printed Kurta,women,kurta,white,vishudh,print,True,False,True
34332,25088,men,Free Items,Free Gifts,wallets,black,Summer,2015.0,Casual,Lino Perros Men Leather Black Wallet,men,wallet,black,lino perros,leather,True,False,True
34333,5398,men,Footwear,Shoes,sports shoes,grey,,2011.0,Sports,Quechua Arpenaz Flex Novadry Grey,,,grey,quechua,arpenaz flex novadry,False,False,True
34334,53008,women,Apparel,Saree,sarees,multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,,,multi,fnf,colour print sari,False,False,True
34335,59532,women,Accessories,Jewellery,earrings,gold,Summer,2013.0,Casual,Lucera Gold Plated Earrings,,earring,gold,lucera,plate,False,False,True
34336,32803,women,Footwear,Flip Flops,flip flops,purple,Winter,2012.0,Casual,iPanema Women Neo Purple Flip Flops,women,flip flop,purple,ipanema,neo,True,False,True
34337,3853,girls,Apparel,Topwear,tshirts,pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,girl,,pink,disney,,False,False,True
34338,16098,women,Accessories,Eyewear,sunglasses,black,Winter,2016.0,Casual,M tv Women My Fab Eyewear Black Sunglasses,women,sunglass,black,m tv,fab,True,False,True
34339,2981,men,Apparel,Topwear,tshirts,blue,Fall,2010.0,Casual,Puma Men's Hawaian Ocan Blue T-shirt,men,shirt,blue,puma,,True,False,True
34340,12438,unisex,Accessories,Headwear,caps,black,Fall,2011.0,Casual,Timberland Unisex Casual Black Caps,unisex,cap,black,timberland,,True,False,True
34341,8487,women,Apparel,Dress,dresses,cream,Fall,2011.0,Casual,Forever New Women Champagne Dresses,women,dress,,forever new,champagne,True,False,False
34342,42348,women,Apparel,Bottomwear,trousers,charcoal,Summer,2012.0,Casual,Flying Machine Women Back Trousers,women,,,fly machine,trouser,True,False,False
34343,9555,men,Apparel,Topwear,tshirts,blue,Fall,2011.0,Sports,Nike Men Asem Cricket Crazy Blue T-Shirts,men,t shirt,blue,nike,asem cricket crazy,True,False,True
34344,17976,men,Footwear,Sandal,sandals,black,Fall,2011.0,Casual,Puma Men Hopper Black Sandal,men,sandal,black,puma,hopper,True,False,True
34345,30768,men,Apparel,Topwear,kurtas,black,Summer,2012.0,Ethnic,Fabindia Men Black Silk Kurta,men,kurta,black,fabindia,silk,True,False,True
34346,47266,men,Apparel,Innerwear,briefs,white,Summer,2016.0,Casual,FCUK Underwear Men White Striped Brief,men,brief,white,fcuk,,True,False,True
34347,34794,men,Accessories,Headwear,caps,black,Summer,2012.0,Casual,Flying Machine Men Black Hat,men,,black,fly machine,hat,True,False,True
34348,6141,unisex,Footwear,Sandal,sandals,green,Winter,2011.0,Casual,Puma Unisex Apex Olive Black Red Floater,unisex,,olive,puma,black red floater,True,False,False
34349,23723,men,Accessories,Eyewear,sunglasses,metallic,Winter,2016.0,Casual,Ray-Ban Men High Street Metallic Sunglasses,men,sunglass,metallic,ray - ban,high street,True,False,True
34350,9935,men,Apparel,Topwear,tshirts,navy blue,Fall,2011.0,Casual,Basics Men Navy T-shirt,men,shirt,,,,True,False,False
34351,17516,women,Apparel,Topwear,sweaters,magenta,Fall,2011.0,Casual,Jealous 21 Women Solid Magenta Sweater,women,sweater,magenta,,,True,False,True
34352,29219,men,Accessories,Socks,socks,grey,Summer,2012.0,Sports,Fila Men Pack of 2 Socks,men,,,fila,,True,False,False
34353,12858,men,Footwear,Sandal,sandals,black,Spring,2012.0,Casual,Lee Cooper Men Casual Black Sandals,men,sandal,black,lee,cooper,True,False,True
34354,35646,men,Footwear,Sandal,sandals,brown,Summer,2013.0,Casual,U.S. Polo Assn. Men Brown Sandals,men,sandal,brown,u s,polo assn,True,False,True
34355,7093,unisex,Accessories,Bags,backpacks,black,Winter,2015.0,Casual,Wildcraft Unisex Black Backpack,unisex,backpack,black,wildcraft,,True,False,True
34356,54671,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,Fastrack Men White Dial  Watch,men,watch,white,fastrack,dial,True,False,False
34357,9109,unisex,Footwear,Shoes,sports shoes,black,Summer,2012.0,Sports,Puma Unisex Faas 300 Black Sports Shoes,unisex,sport shoe,black,puma,faas,True,False,True
34358,30334,men,Apparel,Topwear,tshirts,black,Summer,2012.0,Casual,Myntra Men Your Idea Sucks Black T-shirt,men,t shirt,black,myntra,idea,True,False,True
34359,3433,women,Apparel,Topwear,tshirts,navy blue,Summer,2011.0,Casual,Myntra Women's Stop Staring Navy Blue T-shirt,women,t shirt,navy blue,myntra,s stop stare,True,False,True
34360,12064,women,Apparel,Topwear,kurtas,maroon,Fall,2011.0,Ethnic,W Women Solid Majenta Pink Kurtas,women,kurta,pink,,,True,False,False
34361,26251,men,Apparel,Bottomwear,shorts,grey melange,Summer,2012.0,Sports,Proline Grey Melange Shorts,,short,grey,proline,melange,False,False,False
34362,56126,women,Personal Care,Makeup,highlighter and blush,pink,Spring,2017.0,Casual,Colorbar Touch And Blushe Tint of Pink Blusher 001,,,pink,colorbar,,False,False,True
34363,21848,boys,Apparel,Topwear,tshirts,white,Fall,2011.0,Casual,Chhota Bheem Kids Boys Holi Hai White T-shirt,boys,t - shirt,white,chhota bheem,,True,False,True
34364,32463,men,Apparel,Topwear,tshirts,teal,Summer,2012.0,Casual,ADIDAS Men Clima Teal T-shirt,men,shirt,teal,adida,,True,False,True
34365,58880,men,Accessories,Ties,ties,yellow,Summer,2012.0,Casual,Hakashi Men Yellow Tie,men,tie,yellow,hakashi,,True,False,True
34366,38159,women,Accessories,Eyewear,sunglasses,brown,Winter,2016.0,Casual,Miami Blues Women Brown Sunglasses,women,sunglass,brown,miami blue,,True,False,True
34367,40043,men,Apparel,Bottomwear,track pants,black,Summer,2012.0,Casual,ADIDAS Men Black Track Pants,men,track pant,black,adida,,True,False,True
34368,10733,women,Accessories,Bags,handbags,purple,Winter,2015.0,Casual,Murcia Women Mcc Purple Purple Handbags,women,handbag,purple,murcia,mcc,True,False,True
34369,24506,women,Apparel,Topwear,kurtas,mustard,Fall,2011.0,Ethnic,Mother Earth Women Mustard Printed Kurta,women,,,mother earth,mustard print kurta,True,False,False
34370,45531,men,Apparel,Topwear,tshirts,pink,Summer,2012.0,Casual,Fila Mens Pink T-shirt,,shirt,pink,fila,,False,False,True
34371,4616,unisex,Accessories,Bags,backpacks,green,Winter,2015.0,Casual,Wildcraft Zoomer Green Backpack,,backpack,green,wildcraft,zoomer,False,False,True
34372,15241,men,Footwear,Shoes,casual shoes,tan,Fall,2011.0,Casual,ADIDAS Originals Men Stan Smith 2 Tan Casual Shoes,men,casual shoe,tan,adida,,True,False,True
34373,52586,women,Accessories,Bags,clutches,black,Summer,2012.0,Casual,Mod'acc Women Black Clutch,women,clutch,black,mod acc,,True,False,True
34374,38965,unisex,Accessories,Bags,backpacks,grey,Spring,2013.0,Casual,Wildcraft Unisex Grey & Yellow Printed Laptop Backpack,unisex,backpack,grey,wildcraft,yellow print laptop,True,False,True
34375,53454,women,Footwear,Shoes,flats,red,Winter,2015.0,Casual,Catwalk Women Red Sandals,women,,red,catwalk,sandal,True,False,True
34376,37111,men,Apparel,Bottomwear,trousers,charcoal,Summer,2012.0,Formal,Wills Lifestyle Men Charcoal Trousers,men,,charcoal,will lifestyle,trouser,True,False,True
34377,32651,men,Apparel,Topwear,tshirts,white,Summer,2012.0,Sports,Nike Men Graphic Print White T-shirt,men,shirt,white,nike,,True,False,True
34378,56314,women,Accessories,Watches,watches,red,Winter,2016.0,Casual,Fastrack Women Red Dial Watch,women,watch,red,fastrack,dial,True,False,True
34379,10501,women,Apparel,Topwear,tshirts,white,Fall,2011.0,Casual,Flying Machine Women RN HS White T-shirt,women,shirt,white,fly machine,,True,False,True
34380,40271,men,Apparel,Topwear,tshirts,white,Summer,2012.0,Casual,Scullers Men White Striped T-shirt,men,shirt,white,sculler,striped t -,True,False,True
34381,21246,unisex,Accessories,Bags,backpacks,purple,Fall,2011.0,Casual,Footloose Unisex City Of Joy Laptop Purple Backpack,unisex,backpack,purple,footloose,city joy laptop,True,False,True
34382,15073,men,Footwear,Sandal,sandals,black,Fall,2012.0,Casual,Ganuchi Men Black Sandal,men,sandal,black,ganuchi,,True,False,True
34383,4424,men,Apparel,Topwear,tshirts,grey,Summer,2011.0,Casual,Wrangler Men's Thrill Washed Dark Grey T-shirt,men,t - shirt,grey,wrangl,s thrill wash dark,True,False,True
34384,37323,women,Accessories,Watches,watches,black,Winter,2016.0,Casual,CASIO Sheen Women Black Dial Chronograph Watch SX024 SHE-5512D-1ADF,women,watch,black,casio,,True,False,True
34385,53666,women,Accessories,Bags,handbags,green,Summer,2012.0,Casual,Kiara Women Green Handbag,women,handbag,green,kiara,,True,False,True
34386,20394,women,Accessories,Bags,handbags,red,Winter,2015.0,Casual,Baggit Women Grand Hoor Red Handbag,women,handbag,red,baggit,grand hoor,True,False,True
34387,17724,men,Apparel,Topwear,shirts,grey,Fall,2011.0,Casual,Reid & Taylor Men Check Grey Shirt,men,shirt,grey,reid taylor,check,True,False,True
34388,47054,women,Apparel,Bottomwear,salwar,brown,Summer,2012.0,Ethnic,Shree Women Brown & Green Jodhpuri Salwar,women,salwar,brown,shree,green jodhpuri,True,True,True
34389,6373,women,Footwear,Shoes,casual shoes,black,Summer,2011.0,Casual,Puma Women's Supersuede Black Shoe,women,,black,puma,s supersuede,True,False,True
34390,35474,women,Footwear,Shoes,heels,blue,Winter,2015.0,Casual,Catwalk Women Ruffles Blue Flats,women,,blue,catwalk,,True,False,True
34391,30106,men,Apparel,Topwear,shirts,navy blue,Summer,2012.0,Casual,Flying Machine Men Navy Blue Shirt,men,shirt,navy blue,fly machine,,True,False,True
34392,47868,women,Accessories,Bags,handbags,mauve,Summer,2012.0,Casual,Murcia Women Mauve Handbag,women,handbag,mauve,murcia,,True,False,True
34393,13384,men,Footwear,Shoes,casual shoes,brown,Fall,2011.0,Casual,Timberland Men Toddler Brown Casual Shoes,men,casual shoe,brown,timberland,toddler,True,False,True
34394,55591,men,Apparel,Topwear,shirts,black,Summer,2012.0,Casual,Peter England Men Black Shirt,men,shirt,black,peter england,,True,False,True
34395,26063,men,Apparel,Topwear,shirts,blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,men,shirt,blue,john miller,stripe,True,False,True
34396,3601,unisex,Apparel,Topwear,tshirts,blue,Summer,2012.0,Sports,Puma Deccan Chargers Kids Navy Blue Lookalike Jersey,,,navy blue,puma,,False,False,False
34397,1532,men,Apparel,Topwear,tshirts,grey,Fall,2010.0,Casual,Puma Men Grey Leaping Cat T-shirt,men,shirt,grey,puma,leap cat t -,True,False,True
34398,40615,women,Apparel,Topwear,kurtas,green,Summer,2012.0,Ethnic,Span Women Teal Kurta,women,kurta,teal,span,,True,False,False
34399,32235,women,Apparel,Topwear,kurtas,blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Kurta,women,kurta,blue,fabindia,print,True,False,True
34400,25282,women,Accessories,Bags,handbags,brown,Summer,2012.0,Casual,Lino Perros Women Brown and Red Handbag,women,handbag,brown,lino perros,red,True,False,True
34401,56770,men,Apparel,Topwear,shirts,grey,Summer,2012.0,Casual,Horsefly Men Grey & Blue Striped Shirt,men,shirt,grey,horsefly,blue stripe,True,False,True
34402,37747,men,Apparel,Topwear,shirts,khaki,Summer,2012.0,Casual,John Players Men Khaki Shirt,men,shirt,khaki,john players,,True,False,True
34403,5192,men,Apparel,Topwear,tshirts,navy blue,Summer,2011.0,Casual,DC Comics Men's Superman Eagle Navy T-shirt,men,t shirt,,dc comic _,,True,False,False
34404,21622,women,Apparel,Innerwear,bra,pink,Summer,2014.0,Casual,Enamor Women Pink Bra,women,bra,pink,enamor,,True,True,True
34405,15417,women,Footwear,Shoes,sports shoes,white,Fall,2011.0,Sports,FILA Women Tenet White Sports Shoes,women,sport shoe,white,fila,,True,False,True
34406,45367,women,Footwear,Shoes,heels,red,Summer,2016.0,Casual,Cobblerz Women Red Sandals,women,,red,cobblerz,sandal,True,False,True
34407,36695,men,Personal Care,Fragrance,perfume and body mist,brown,Spring,2017.0,Casual,Dolce & Gabbana Men The One Perfume,men,,,dolce ##bba,ga ##na,True,False,False
34408,4040,men,Apparel,Topwear,tshirts,blue,Summer,2011.0,Sports,Rajasthan Royals Mens Replica Cotton Jersey,,,,rajasthan royal,mens replica cotton jersey,False,False,False
34409,35010,women,Accessories,Stoles,stoles,beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Rust Stole,women,stole,beige,fabindia,,True,False,True
34410,16292,men,Apparel,Topwear,tshirts,navy blue,Fall,2011.0,Casual,Peter England Men Stripes Navy Blue Polo T-Shirt,men,shirt,navy blue,peter england,,True,False,True
34411,51555,men,Accessories,Watches,watches,blue,Winter,2016.0,Casual,Fastrack Men Blue Dial Watch,men,watch,blue,fastrack,dial,True,False,True
34412,23175,men,Apparel,Topwear,tshirts,navy blue,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt,men,shirt,navy blue,mark taylor,print t -,True,False,True
34413,50487,men,Apparel,Innerwear,trunk,red,Winter,2016.0,Casual,Chromozome Men Red Trunk Trunks,men,trunk,red,chromozome,,True,True,True
34414,47430,women,Accessories,Bags,handbags,brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,women,handbag,brown,baggit,,True,False,True
34415,6717,men,Apparel,Topwear,tshirts,blue,Summer,2011.0,Casual,Locomotive Men's Ribbed Neck Blue T-shirt,men,shirt,blue,locomotive,,True,False,True
34416,12632,men,Apparel,Topwear,tshirts,grey,Fall,2011.0,Casual,Probase Men Printed Grey Tshirts,men,,grey,probase,,True,False,True
34417,3265,men,Apparel,Topwear,tshirts,blue,Summer,2011.0,Casual,Guerrilla Men's Kill You Blue T-shirt,men,shirt,blue,guerrilla,,True,False,True
34418,42142,men,Footwear,Shoes,sports shoes,white,Summer,2012.0,Sports,Nike Men White Zoom Vomero Sports Shoes,men,sport shoe,white,nike,zoom vomero,True,False,True
34419,48478,women,Apparel,Dress,dresses,beige,Winter,2011.0,Casual,French Connection Women Beige Dress,women,dress,beige,french connection,,True,False,True
34420,30562,men,Accessories,Eyewear,sunglasses,steel,Winter,2016.0,Casual,Opium Men Aviator Steel Sunglasses,men,sunglass,steel,opium,aviator,True,False,True
34421,18308,men,Apparel,Topwear,tshirts,green,Fall,2011.0,Casual,Wills Lifestyle Men Striped Green T-shirt,men,shirt,green,will lifestyle,,True,False,True
34422,51767,men,Accessories,Belts,belts,black,Summer,2012.0,Casual,Hidedge Men Black Belt,men,belt,black,hidedge,,True,False,True
34423,22295,women,Footwear,Shoes,heels,black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Flats,women,,black,inc,flat,True,False,True
34424,47602,women,Footwear,Shoes,flats,brown,Winter,2012.0,Casual,Portia Women Yellow Flats,women,flat,yellow,portia,,True,False,False
34425,18906,men,Footwear,Shoes,sports shoes,white,Summer,2012.0,Sports,ADIDAS Men J-RUN III White Sports Shoes,men,sport shoe,white,adida,j - run iii,True,False,True
34426,6525,women,Apparel,Bottomwear,shorts,yellow,Summer,2011.0,Sports,Nike Women's Tempo yellow Short,women,short,yellow,nike,s tempo,True,False,True
34427,17172,men,Apparel,Topwear,shirts,blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt,men,shirt,blue,u s,,True,False,True
34428,3057,men,Apparel,Topwear,tshirts,green,Summer,2011.0,Casual,Tantra Men Cut The Crap Green T-shirt,men,shirt,green,tantra,,True,False,True
34429,49798,men,Accessories,Headwear,caps,green,Summer,2012.0,Casual,Flying Machine Men Green Cap,men,cap,green,fly machine,,True,False,True
34430,12400,men,Accessories,Socks,socks,beige,Summer,2016.0,Formal,Reid & Taylor Men Solid Beige Socks,men,,beige,reid taylor,solid,True,False,True
34431,26635,men,Footwear,Shoes,casual shoes,black,Summer,2012.0,Casual,Puma Men Future Cat Black Casual Shoes,men,casual shoe,black,puma,future cat,True,False,True
34432,2185,men,Apparel,Topwear,tshirts,yellow,Spring,2011.0,Casual,Probase Mens Shut Up Yellow Tee T-shirt,men,shirt,yellow,probase,,True,False,True
34433,30750,men,Apparel,Topwear,kurtas,white,Winter,2012.0,Ethnic,Fabindia Men White Striped Khadi Kurta,men,kurta,white,fabindia,stripe khadi,True,False,True
34434,40427,women,Apparel,Dress,jumpsuit,olive,Summer,2012.0,Casual,Tonga Women Beige Jumpsuit,women,jumpsuit,beige,tonga,,True,True,False
34435,10357,men,Apparel,Topwear,tshirts,maroon,Fall,2011.0,Casual,United Colors of Benetton Men Maroon Polo Tshirt,men,,maroon,,,True,False,True
34436,57490,men,Footwear,Shoes,casual shoes,black,Fall,2012.0,Formal,Lee Cooper Men Black  Shoes,men,,black,lee cooper,,True,False,True
34437,24162,women,Apparel,Topwear,kurtas,white,Fall,2011.0,Ethnic,Aurelia Women White Kurta,women,kurt,white,aurelia,##a,True,False,True
34438,45969,women,Apparel,Topwear,tops,grey melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top,women,,grey,tokyo talkie,melange print,True,False,False
34439,56542,women,Personal Care,Eyes,mascara,black,Spring,2017.0,,Streetwear Wonder Lash Mascara,,,,streetwear,wonder lash,False,False,False
34440,11285,men,Apparel,Bottomwear,jeans,blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans,men,jean,blue,wrangl,texas,True,False,True
34441,32007,men,Accessories,Socks,socks,black,Summer,2016.0,Casual,Playboy Men Black and Blue Socks,men,,black,playboy,blue,True,False,True
34442,53030,women,Apparel,Saree,sarees,multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,,,multi,fnf,colour print sari,False,False,True
34443,37575,girls,Apparel,Socks,booties,green,Summer,2012.0,Casual,Madagascar 3 Infant Girls Light Green Booties,girls,bootie,green,madagascar,,True,False,True
34444,45155,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A499,men,watch,black,casio enticer,dial analogue,True,False,True
34445,4272,men,Footwear,Shoes,formal shoes,black,Summer,2011.0,Formal,Rockport Men's Aderner Black Shoe,men,,black,rockport,s aderner,True,False,True
34446,21410,men,Apparel,Topwear,tshirts,black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt,men,shirt,black,locomotive,,True,False,True
34447,15625,men,Apparel,Topwear,sweatshirts,grey,Summer,2012.0,Casual,Nike Men AS Squad FT LS Crew Grey Sweatshirts,men,sweatshirt,grey,nike,squad ft ls crew,True,False,True
34448,57656,women,Personal Care,Nails,nail polish,pink,Spring,2017.0,Casual,Lotus Herbals Make-Up Colour Dew Candy Drop Nail Enamel 92,,,,lotus,,False,False,False
34449,33313,men,Apparel,Topwear,tshirts,off white,Summer,2012.0,Casual,Jack & Jones Men Off White T-shirt,men,shirt,white,jack jones,t -,True,False,False
34450,41733,women,Footwear,Shoes,heels,grey,Winter,2012.0,Casual,Catwalk Women Grey Flats,women,,grey,catwalk,flat,True,False,True
34451,39629,men,Footwear,Shoes,casual shoes,purple,Summer,2012.0,Casual,Nike Men Toki Premium Purple Casual Shoes,men,casual shoe,purple,nike,toki premium,True,False,True
